id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
500,1,vegas_movie_studiodvd_8_plat,sony_media,129.95,sony_vegas_movie_studio_dvd_v8_platinum_edition_video_editing_software_professional_editing_software,,129.95
501,1,final_draft_7syd_field_s_screenwriting_workshop_dvd_bundle,final_draft,249.99,finaldraft_final_draft_70_with_syd_fields_workshop_bundle_screen_writing_software,,247.95
502,0,dv_rack_2_win_retail_ue1u,adobe,908.69,everett_greene_sue_downs_yamaha_it_s_easy_being_greene_pianosoft_plus_audio,,29.4
503,1,rollercoaster_tycoon_3_soaked,aspyr_media,19.99,rollercoaster_tycoon_3_soaked,,23.99
504,0,corel_corel_word_perfect_office_12_upgrade,,49.99,nikon_capture_nx_software,,149.99
505,0,microspot_interiors_version_36,,85.99,avid_liquid_pro,avid_technology,1942.6
506,0,adobe_acrobat_v8_0_professional_for_mac,,405.99,mike_dowling_homespun_swing_guitar,,36.67
507,0,zone_alarm_pro_5,,12.9,11k2990_international_printing_for_mysapcom_complete_package_1_client_cd_englis,,149.43
508,0,microsoft_office_visio_standard_2007_upgrade_pc,,129.95,marine_aquarium_goldfishscreen_saver_by_encore_software,,18.27
509,1,retrospect_60_desktop_mac,dantz,99.99,emc_insignia_retrospect_desktop_6x,,89.99
510,0,encore_software_10881_family_tree_maker_version_16_standard_sb_cs_by_family_tree_maker,,42.97,super_solvers_spellbound_school_edition_for_mac,,17.95
511,1,spring_cleaning_90_for_mac_os_104_above,aladdin_systems,49.99,allume_spring_cleaning_90,,45.99
512,0,macspeech_ilisten_with_headset_and_microphone,,149.99,word_mac_2004_microsoft_d4800487,,157.18
513,0,wheel_of_fortune_r,,19.99,national_geographic_photo_gallery_topics,,9.95
514,1,adobe_audition_20,adobe,349.0,adobe_22011152_audition2_win_retail_ue_1u,,296.2
515,0,laserinkjet_checks_for_peachtree_r_complete_iii_for_dos_v_5010_0,,106.29,diskeeper_corporation_diskeeper_2007_professional_edition_complete_package_1_workstation_academic,,29.99
516,0,south_park_chef_s_luv_shack,acclaim,39.95,specialty_single_window_envelopes_to_match_your_forms_checks,,81.49
517,0,633808390266_wasp_mobileasset_professional_edition_combo_pack_with_spt_1800_v_5_comp,,2021.99,feral_interactive_the_movies,,47.99
518,0,global_software_a9716jcw_crossword_addict_win_95_98_me_2000_xp,globalsoftwarepublishingnorthamericainc,8.79,emedia_guitarpro_5_winmac,emedia,59.99
519,1,quickbooks_customer_manager_25,intuit,79.95,intuit_quickbooks_customer_manager_25_for_windows_tax_finance_software,,79.95
520,0,microsoft_windows_small_business_server_cal_2003_license_pack_20_client_addpack_device,microsoft_software,,hoyle_card_games,,9.95
521,1,mastercook_deluxe_low_carb,valusoft,14.99,mastercook_deluxe_low_carb_edition,,17.9
522,0,instant_immersion_33_languages,topics_entertainment,43.99,sibelius_g7_software_for_guitarists_music_production_software,sibeliussoftwareltd,113.5
523,1,adobe_photoshop_cs2_advanced_techniques_by_julieanne_kost,software_cinema,,software_cinema_dvdrom_dvdrom_photoshop_cs2_advanced_techniques_training_photoshop_software,,159.95
524,0,digital_leisure_inc_dance_6_ejay,digitalleisureinc,24.91,software,,112.95
525,1,boomerang_webpage_designer_gold,boomerang,,web_page_designer_gold,,36.9
526,0,microsoft_w8702380_office_sbe_2007_win32,,400.34,punch_software_pro_platinum_v_120,,87.61
527,1,final_cut_express_20_upgrade,apple_computer,99.99,apple_software_m9372za_final_cut_express_20_upgrade,apple_software,79.99
528,0,pc_hoyle_bridge,encore_software,9.99,cd384aisk9_cisco_ios_advanced_ip_services_complete_package_cd,,2068.26
529,0,larry_cohn_yamaha_anastacia_freak_of_nature_smart_pianosoft,,14.86,hoyle_classic_collection_2006,encore,19.99
530,1,punch_home_design_architectura_series_18,punch_software,129.99,punch_software_41100_punch_home_design_architectural_series_18_complete_product_architectural_1_user_s_complete_product_standard_english_pc,,112.97
531,1,age_of_empires_iii_the_warchiefs_expansion_pack_mac,destineer,34.95,destineer_inc_age_of_empires_iii_the_warchiefs_expansion_pack,,26.14
532,0,sony_vegas_6_video_editing_software_professional_editing_software,sonypicturesdigitalentertainment,99.0,apple_ilife_06,,70.47
533,0,adobe_cs3_production_premium,,1749.99,encore_software_32179_encore_kid_pix_deluxe_4_home_edition_complete_product_graphicsdesigning_1_user_s_complete_product_standard_pc_mac,,17.97
534,1,trudy_s_time_and_place_house_ages_36,ibm,,trudys_time_place_house,,9.9
535,0,apple_remote_desktop_3_10_managed_systems,,299.99,4px00078_microsoft_system_center_essentials_2007_license_20_clients_win_english,,379.43
536,1,lego_star_wars_dvd_mac,aspyr_media,29.99,aspyr_lego_star_wars,,29.99
537,0,ringtone_media_studio_2,laplink,19.95,apple_xsan_14_san_data_storage_consolidation_and_file_sharing_software_apple_mac_software,,999.0
538,0,fsecure_internet_security_2007_3_pcs,globalmarketingpartners,79.99,microsoft_b2100806_ae_mappoint_2006_cd,,50.39
539,0,microsoft_r_expression_web_10,,299.95,instant_immersion_french_20,topics_entertainment,29.99
540,0,symantec_tm_norton_systemworks_tm_premier_2006,,99.99,threetoapage_business_checks,,65.19
541,0,bodyworks_60_25user_building_site_license,,89.95,emc_auth_mgr_mnt_entupgstd_18m_peru_50005100000u_aut0100000us18,,13.0
542,0,microsoft_r_money_2007_deluxe,,49.99,quicken_legal_business_pro_2007,nolo_press,79.99
543,0,berlitz_r_spanish_premier,,39.99,pokemon_diamond_version_nintendo_ds,,39.99
544,1,classification_ecology_winmac_jewel_case,fogware_publishing,9.99,fogware_publishing_middle_school_life_science_classification_ecology,,6.84
545,0,software_test_automation_effective_use_of_test_execution_tools,,47.74,freeverse_burning_monkey_solitaire_3d,,24.99
546,0,22030094_adobe_encore_dvd_v_20_complete_package_1_user_dvd_win_universa,,377.61,ca_iss2007lec10_ca_internet_sec_ste_2007_wwarranty_xl_box_ecommerce_10u_0757943317589,,153.86
547,0,adobe_indesign_cs3_upgrade_from_pagemaker,adobe,199.0,the_print_shop_elements_labels_logos_sb_cs_by_the_print_shop,encore_software,
548,0,liquid_ledger_personal_finance,csdc,79.99,01ssc7520_sonicwall_email_antivirus_mcafee_and_sonicwall_time_zero_subscription_license,,1306.68
549,0,microsoft_windows_xp_professional_full_version_with_sp2,microsoft,299.99,punch_software_20100_punch_home_design_complete_product_architectural_1_user_complete_productcomplete_productstandard_english_pc,,36.97
550,1,weekly_reader_mastering_elementarymiddle_school_math_learning,fogware_publishing,19.99,fogware_publishing_weekly_reader_ls_mastering_elementary_middle_school_math,,16.93
551,0,iomega_nas_400e_expansion_chassis_1tb_1u,iomega,2699.0,creating_keepsakes_scrapbook_platinum_v_3_sb_cs_by_riverdeep,encore_software,39.99
552,0,bryce_6,re_launch,109.95,crusader_kings,atari,19.99
553,1,microsoft_visio_standard_2007,microsoft,259.95,microsoft_office_visio_standard_2007_pc,,249.95
554,0,emc_auth_mgr_mnt_base_9x5_23m_peru_750510000u_aut0010000bs23,,17.0,individual_software_pmmss4_professor_teaches_office_super_set_win_2000_xp_vista,,33.97
555,1,my_first_bible_stories,dorlingkindersleymultimedia_dk,29.95,my_first_bible_stories_jc,dorlingkindersleymultimedia_dk,9.9
556,1,sims_2_glamour_life_stuff_pack,aspyr_media,24.99,aspyr_media_inc_sims_2_glamour_life_stuff_pack,,23.44
557,1,microsoft_office_student_and_teacher_edition_2004_macintosh,microsoft,149.99,office_mac_studentteach_04,,146.02
558,1,power_on_now_up_to_date_contact_windows,poweronsoftware,129.99,now_software_nuw45e1k_now_uptodate_contact_for_windows,poweronsoftware,114.99
559,0,hal_leonard_cathal_mcconnell_teaches_pennywhistle,,14.86,instant_immersion_33_languages,topics_entertainment,49.99
560,0,learn_to_play_chess_with_fritz_chesster_2_mac,viva_media,29.99,apple_web_objects_52_software_apple_mac_software,,689.95
561,0,chatchecker_family_edition,,29.99,encyclopedia_britannica_deluxe_2008_winmac,avanquest,29.95
562,1,apple_remote_desktop_3_10_managed_systems,apple,299.0,apple_remote_desktop_3_10_managed_systems,,299.99
563,0,iplaymusic_beginner_guitar_lessons_mac,,44.95,encore_software_12391_encore_math_advantage_2008_educational_pc,,33.97
564,0,agatha_christie_and_then_there_were_none,,29.99,quickbooks_pro_2007_for_mac_mac,intuit,199.95
565,1,microspot_interiors_mac,microspot_ltd,99.95,microspot_interiors_version_36,,85.99
566,0,state_standards_grade_8,topics_entertainment,29.95,miraizon_cinematize_2_mac,miraizon,69.99
567,0,petula_clark_yamaha_downtown_the_greatest_hits_of_petula_clark_smart_pianosoft,,14.86,h_r_block_taxcut_2006_premium_federal,h_r_block,19.99
568,0,quickbooks_pro_2007_win,,192.26,is3_stopzilla_40_stop_spyware_popups_id_theft,roxio,29.95
569,1,microsoft_virtual_pc_for_mac_70_with_windows_xp_home,microsoft,219.99,microsoft_virtual_pc_70_windows_xp_home,,205.99
570,0,bt00nna_ibm_rational_clearcase_lt_v_600_media_cd_win_hpux_solaris_en,,108.95,qb_customer_manager_25,,76.75
571,1,family_tree_maker_112_collector_s_edition,encore,109.95,family_tree_maker_11_collector_s_edition,,34.9
572,0,fogware_hyb_history_dvd,,21.99,movies_on_psp,,15.9
573,0,quickbooks_r_pro_2003,,299.77,sony_media_software_discrete_drums_vol_1_sony_sound_series,sonymediasoftware,24.91
574,0,4817l05_vmware_drs_v_2_limited_subscription_1_year_2_sockets_win,,193.15,spyware_xterminator_2005,,29.99
575,1,instant_immersion_american_sign_language_winmac,topics_entertainment,9.99,american_sign_language,,10.57
576,0,adobe_photoshop_cs3_mac_os_x_v_1048,,649.0,faxstf_pro_mac_os_1039_or_above,aladdin_systems,49.99
577,1,mavis_beacon_teaches_typing_16,broderbund,19.99,mavis_beacon_16,,17.9
578,0,instant_play_electric_guitar_deluxe,topics_entertainment,39.99,apple_mac_40_family_pack_new_or_renewal,,145.99
579,1,captain_america_the_complete_comic_collection_winmac,git_corp,49.95,git_captain_america_the_complete_collection_dvdrom,,42.99
580,1,services_for_netware_50,microsoft,149.0,microsoft_windows_services_for_netware_v_50_complete_package,,138.17
581,0,spy_sweeper_spanish,webroot_software,29.95,avid_liquid_vs_7_software,avid_technology,888.75
582,1,your_desktop_post_office_for_pc,stampscom,14.99,stampscom_your_desktop_post_office,,13.38
583,1,printmaster_platinum_v_170,encore_software,39.99,print_master_platinum_v17,,29.9
584,1,axis_allies_collector_s_edition,encore,19.99,encore_software_11430_axis_allies_collectors_edition_win_98_me_2000_xp,,18.97
585,0,bodyworks_60_25user_building_site_license,learning_company,399.95,cisco_pgw2200_include_redundant,,159787.95
586,0,microsoft_licenses_win_svr_2003_ext_conn_lic_r3900292,microsoft_licenses,3371.85,multipurpose_continuous_checks,,112.99
587,1,swift_publisher_for_mac,globalmarketingpartners,39.99,belight_swift_publisher_page_layout_software,globalmarketingpartners,39.99
588,1,learning_quickbooks_2007,intuit,39.95,learning_quickbooks_pc_intuit,,39.99
589,1,corel_dvd_moviefactory_60_plus,corel,79.99,dvd_moviefactory_6_plus,,77.32
590,0,multipurpose_laserinkjet_checks,,106.29,pinnacle_mobile_media_converter,pinnacle,29.99
591,0,laplink_software_pafgflmv01000p0rtpen_laplink_filemover_file_transfer_pc,,23.97,microsoft_office_2004_std_upgrade,,219.99
592,1,apple_mac_40_online_service_family_pack,apple,179.95,apple_mac_family_pack_software_five_user_license_with_1year_subscription_apple_mac_software,,179.0
593,0,black_magic_woman_and_other_songs_recorded_by_santana,,34.95,learn2_training_for_microsoft_powerpoint_win_95_98_me_nt_2000_xp,topicsentertainmentsoftware_consignment,9.99
594,0,guitar_tool_worship_edition,midisoft_corporation,,punch_software_17100_punch_super_home_suite_v_30_complete_product_architectural_1_user_complete_productcomplete_productstandard_english_pc,,45.97
595,0,sony_psp_media_manager,sonycomputerentertainment,24.99,instant_play_electric_guitar_express_jc,,12.9
596,0,now_software_now_uptodate_and_contact,,109.99,iris_inc_readiris_pro_11_corporate_edition,,430.58
597,1,iremember_digital_scrapbooking_20,intriguing_development,39.95,iremember_20_intriguing_development,,32.99
598,1,humorous_greeting_card_factory,nova_development,29.99,nova_development_ghw_humorous_greeting_card_factory,nova_development,29.99
599,0,happy_traum_homespun_fingerstyle_arrangements_for_hymns_spirituals_and_sacred_songs_dvd_one,,22.13,encore_software_14111_jeopardy_deluxe,,17.97
600,1,microsoft_windows_server_2003_client_additional_license_for_devices_5_pack,microsoft,209.0,microsoft_windows_server_2003_client_additional_license_for_devices_5_pack_823930,,158.39
601,0,corel_ulead_dvd_moviefactory_6_software_for_windows_authoring_software,,49.95,adobe_cs3_design_standard_upsell,,934.99
602,1,project_x_project_management_software,marware,199.95,marware_project_x_project_management_software,,179.99
603,1,adobe_after_effects_professional_70,adobe,999.0,adobe_after_effects_professional_7_software_for_windows_effects_software,,999.0
604,0,adobe_creative_suite_cs3_production_premium_upgrade,adobe,799.0,brighter_minds_diner_dash,,19.99
605,0,learn_to_play_chess_with_fritz_chesster_2_mac,viva_media,29.99,persoft_upg_smarterm_office_v12_1_73098,persoft,
606,1,brainfood_games_cranium_collection_2006,encore_software,19.99,encore_software_11253_brain_food_games_cranium_collection_2006_sb_cs_by_encore,,17.97
607,0,er,vivendi_universal,19.99,treasure_mountain,,8.95
608,1,jumpstart_advanced_preschool_v2_0,knowledge_adventure,19.99,knowledge_adventure_inc_jumpstart_advanced_preschool_v2_0,,16.93
609,1,oxford_world_encyclopedia,tri_synergy,19.99,tri_synergy_inc_oxford_world_encyclopedia,,16.31
610,0,panda_software_upg_to_gatdef_performa_8200_2k0_1yr_uabpgdpcavo,,95853.0,quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,,97.99
611,0,zipmagic_personal_edition,,8.95,microsoft_visual_studio_team_edition_for_software_testers_2005_wmsdn_premium_renewal,microsoft_software,2309.0
612,0,bringing_design_to_software_expanding_software_development_to_include_design,,44.54,webroot_software_54210_desktop_firewall,webroot_software,26.99
613,0,panda_software_antivirus_firewall_2008_windows,panda_software,,instant_immersion_italian_platinum_win_95_98_me_nt_2000_xp,,129.99
614,0,peachtree_by_sage_premium_accounting_2007,sage_software,499.99,midway_arcade_treasures_jewel_case,encore_software,9.99
615,0,microsoft_visual_studio_team_edition_for_software_architect_2005_with_msdn_premium,microsoft,5479.0,cisco_ncc_mpls_vpn_manager_10_500device_rtu,,74081.64
616,1,starry_night_astronomy_screensaver_winmac,imaginova,19.99,orionimaginova_starry_night_screensaver,,16.27
617,0,grisoft_avg_antivirus_antispyware_2_year_subscription,grisoft,39.95,sibelius_sibelius_4_software_music_production_software,sibeliussoftwareltd,449.95
618,1,scrabble_with_bonus_clue,encore,19.99,encore_software_11610_scrabble_with_bonus_clue_win_98_me_2000_xp,,18.97
619,0,software_architectures_and_component_technology_9780792375760,,205.0,firewall_feature_set_complete_package,,506.58
620,1,fsecure_internet_security_2007_3_pcs,globalmarketingpartners,79.99,fsecure_internet_security_2007_3_pcs_global_marketing_partners,globalmarketingpartners,63.35
621,0,sims_2_nightlife_expansion_pack,aspyr_media,34.99,emc_insignia_retrospect_server_6,,555.99
622,0,tune_1000_bee_gees_songs_made_famous_by_the_bee_gees,,18.5,encyclopedia_of_our_living_oceans,,8.95
623,0,family_tree_maker_11_collector_s_edition,,34.9,epson_s041886_story_teller_8_x_10_20_pages,,32.91
624,0,dr_john_mac_rebennack_homespun_dr_john_teaches_new_orleans_piano_dvd_one,,22.13,onone_software_inc_gfs50212_on1_genuine_fractals_v_50_upgrade_image_editing_1_user_pc_mac_intelbased_mac,,66.97
625,0,g_kenny_yamaha_kenny_g_paradise_smart_pianosoft,,14.86,world_book_encyclopedia_2006,topics_entertainment,19.99
626,1,reference_success_deluxe_2006,topics_entertainment,49.95,topics_entertainment_reference_success_deluxe_2006,,22.9
627,0,ibm_websphere_development_studio_client_advanced_edition_for_iseries_v_70_media,,108.95,abacus_software_s513_fligth_simulation_whirly_birds_adventures_pc,abacus_software,28.99
628,0,eqzfn07231_zetafax_license_5_additional_users_win,,499.17,633808920357_wasp_mobileinventory_network_edition_with_wdt3200_v_3_complete_package,,2097.24
629,1,eastwest_bsendorfer_290_grand_piano_virtual_instrument,eastwest,199.95,east_west_bosendorfer_290,,175.97
630,0,peachtree_r_compatible_continuous_checksaccounting_for_windows_802004_version,,91.59,freeverse_software_4001_freeverse_northland_strategy_game_mac,,18.97
631,1,custom_landdesigner_3d_design_70,sierra_online,,custom_land_designer_3d_70,,12.9
632,1,pc_cakewalk_guitar_tracks_pro_3,cakewalk,149.99,cakewalk_guitar_tracks_pro_3_music_production_software,,99.0
633,0,12200411_microsoft_visual_studio_2005_team_edition_for_software_testers_complete_packag,,2184.73,instant_home_design_30,,15.9
634,0,blues_clues_preschool,humongous_entertainment,,norton_systemworks_2007_premier_5user_symantec_10930722,,159.75
635,0,er_the_game,,9.95,9002_refviz_v_2_complete_package_1_user_mac,,160.88
636,0,01ssc6046_sonicwall_csm_update_service_subscription_license_3_years_25_users,,811.53,sea_scene_living_underwater_worlds_jewel_case,valusoft,9.99
637,1,photoshop_elements_4_edu_mac_1u,adobeeducationbox,69.0,adobe_photoshop_elements_40_mac_academic,adobeeducationbox,69.99
638,1,zonealarm_pro_firewall,zone_labs,39.99,zone_labs_zonealarm_pro,,30.17
639,0,onone_software_inc_pfb10211_pro_digital_frame_bundle_1u,,92.97,readiris_pro_11_corporate_edition,iris_inc,399.99
640,0,23102459dg_adobe_photoshop_cs3_v_10_media_gov_tlp_download_win_worldwide,,21.28,blank_laser_checks,,54.99
641,0,freeverse_software_005_solace,freeverse_software,18.99,microsoft_digital_image_suite_plus_lb,microsoft_software,129.95
642,1,call_of_duty_2_dvdrom_mac,aspyr_media,49.99,aspyr_call_of_duty_2_mac,,47.99
643,1,professor_teaches_windows_xp,individual_software,19.99,professor_teaches_windows_xp_individual_software,,19.99
644,1,riverdeep_arthur_s_kindergarten,riverdeep,,tlc_arthur_s_kindergarten_learning_system_pc_encore,,19.95
645,1,pitstop_pro_70,enfocus_software,699.0,enfocus_software_pp70sg001_pitstop_pro_70,,558.97
646,0,sos_aggregation_company_web_graphics_creator_laughingbird_software,sosaggregationcompany,31.26,dk_amazing_animals_11,globalsoftwarepublishing,9.99
647,0,peachtree_r_compatible_laser_formswindows_802004_version,,103.99,zend_studio_51_php_integrated_development_environment,zendtechnologiesinc,249.0
648,0,freeverse_software_4012_3d_bridge_deluxe_retail_box_mac_919x_101_or_higher,,22.97,quicken_r_premier_2007,,79.99
649,0,pcmover_software_utility,,39.96,emc_securid_appl_mnt_base_std_6mo_per_u_15052k_app0002000bs6,,14.0
650,0,versacheck_r_2003_platinum,,89.99,musicalis_guitar_workshop,globalsoftwarepublishing,9.99
651,1,the_print_shop_22_sb_cs_by_the_print_shop,encore_software,,encore_software_10691_the_print_shop_22_sb_cs_by_the_print_shop,,25.97
652,0,phase_one_capture_one_pro_winmac,phase_one,499.0,bling_software_limited_safekeeper_plus,,39.99
653,0,teach_yourself_to_sing,,9.9,sos_aggregation_company_ufo_afterlight_topware_interactive,,33.52
654,1,jeopardy_deluxe,encore,19.99,encore_software_14110_jeopardy_deluxe_win_2000_xp_vista,,18.97
655,0,b1101215_microsoft_works_suite_2006_license_and_media_1_user_cd_win_english_u,,94.08,3d_home_architect_home_design_deluxe_version_9,encore,29.99
656,0,cinescore_professional_soundtrack_edition,sonypicturesdigitalentertainment,249.95,sos_aggregation_company_dance_praise_digital_praise,,39.37
657,0,ableton_live_6_software_educational_discount_additional_license_music_production_software,,215.0,software,,153.99
658,0,kutoka_interactive_61208_mia_s_math_adventure_just_in_time,kutoka_interactive,24.99,apple_mac_os_x_v10_4_tiger_software_family_pack_apple_mac_software,,199.95
659,0,encore_software_10598_registry_mechanic_win_98_me_2000_xp,,26.97,mtp07emb3rua_mcafee_total_protection_2007_complete_package_3_users_cd_minibox_wi,,86.94
660,1,microsoft_licenses_word_mac_100_eng_govt_d4800369,microsoft_licenses,349.83,microsoft_d4800369_word_mac_100_eng_gov_t_659556873790,,191.94
661,0,pinnacle_studio_plus_v11_video_editing_software_for_windows_consumer_video_editing_software,,99.95,apple_mac_40_family_pack_new_or_renewal,,145.99
662,1,chronos_stickybrain_30_mac,chronos_lc,34.99,chronos_stickybrain_30,,39.99
663,1,pc_cillin_internet_sec_2007_lics_large_box_3u,trend_micro,49.95,pccillin_internet_security_2007_3user_win_me_2000_xp,,49.95
664,0,sylvia_woods_teach_yourself_to_play_the_folk_harp,,40.3,abacus_software_s461_train_sim_modeller_for_pc,abacus_software,32.99
665,0,snap_1_001_letters_jewel_case,topics_entertainment,19.95,adobe_soundbooth_cs3_audio_editing_software_windows_music_production_software,,198.95
666,0,finaldraft_final_draft_7_screen_writing_software_macwin_screen_writing_software,,249.95,panda_software_filesecure2006_2650_1yr_b1fs6sbgov,,22.0
667,0,spector_pro_60_from_safe_computer_kids_ltd,,84.99,intuit_inc_quickbooks_premier_edition_2007_5_user,,1309.31
668,1,smart_steps_4th_grade,dorlingkindersleymultimedia_dk,29.95,smart_steps_4th_grade_jc,dorlingkindersleymultimedia_dk,11.95
669,0,aspyr_quake_iv,,45.99,avid_avid_xpress_pro_hd_realtime_realtime_video_editing_software_avid_mojo_hardware_professional_editing_software,,1999.0
670,1,3d_home_architect_landscape_designer_v8,encore_software,29.99,encore_inc_3d_home_architect_landscape_designer_v_80,,25.49
671,1,microsoft_office_small_business_2007_full_version,microsoft,449.95,microsoft_w8702380_office_sbe_2007_win32,,400.34
672,0,make_songwriter_software_music_production_software,,37.95,iris_readiris_pro_110_mac,iris,129.95
673,0,calendar_creator_deluxe_10,,49.87,intuit_quickbooks_customer_manager_25_for_windows_tax_finance_software,,79.95
674,0,age_of_empires_iii_the_warchiefs_expansion_pack_mac,destineer,34.95,encore_software_11180_monopoly_here_now_win_98_me_2000_xp,,18.97
675,0,logic_express_72_upgrade_from_logic_express_6,applecomputer_direct,99.0,riverdeep_arthur_s_kindergarten,riverdeep,
676,1,fa_18_operation_iraqi_freedom,graphicssimulationscorporation,39.99,graphic_simulations_corporation_fa_18_operation_iraqi_freedom,graphicssimulationscorporation,37.82
677,0,allume_systems_inc_stuffit_deluxe_11,,42.74,10224341_symantec_gateway_security_clienttogateway_vpn_license_and_media_10_additio,,223.96
678,1,adobe_acrobat_standard_80,adobe,449.99,adobe_acrobat_v8_0_professional_for_mac,,405.99
679,0,spy_sweeper_lb,webroot_software,29.99,rick_vito_320535_rick_vito_complete_guide_to_slide_guitar,,14.86
680,0,adobe_22101251dg_glp_acrobat_capture_v3_win_cd_set,,20.13,ilumina_expansion_series_left_behind_on_cdrom,,0.5
681,1,apple_remote_desktop_22_10_client_old_version,apple,299.0,apple_software_m9953za_remote_desktop_22_10_client,apple_software,294.99
682,0,readiris_pro_11_corporate_edition_for_pc,,349.99,appleemagic_logic_pro_72_software_upgrade_music_production_software,,259.95
683,0,usoa289_iris_readiris_pro_v_11_complete_package_1_user_win,,110.07,bling_software_limited_05013_123_movies_2_ipod_w_av_cables_umd_size,,26.14
684,0,emc_fed_id_mgr_for_25_sa_conn_fimm25,,119862.0,encore_software_10123_aquarium_3inone_limited_edition_eurpac_win_95_98_me_2000_xp,,18.97
685,0,apple_software_m9953za_remote_desktop_22_10_client,apple_software,294.99,633808344023_wasp_mobileinventory_combo_pack_with_spt1550_v_3_complete_package_5_u,,1194.17
686,0,vivendiuniversal_games_inc_swat_4,,18.77,gorilla_4_student,jungle_software,199.0
687,0,clifford_the_big_red_dog_reading_pack,,19.95,emedia_intermediate_guitar_method_winmac,emedia,59.99
688,0,cisco_pgw2200_includes_redundnt,,55706.95,ma888za_final_cut_studio_v_2_version_upgrade_package_1_seat_dvd_mac,,460.7
689,0,essential_business_tools_20,,9.95,punch_software_35100_punch_home_design_suite_professional_complete_product_architectural_standard_1_user_s_complete_product_pc,,59.97
690,0,apple_final_cut_express_hd_35,,299.99,mcafee_total_protection_2007_3_users,mcafee,99.99
691,0,brighter_minds_land_before_time_kindergarten,brightermindsmediainc,9.99,micromat_podlock_ipod_utility_software,,39.99
692,1,sony_acid_music_studio,sonypicturesdigitalentertainment,69.99,acid_music_studio_6,sonypicturesdigitalentertainment,59.95
693,0,adobe_cs3_flash_professional_academic,,239.99,topics_entertainment_math_success_deluxe_2008,,31.06
694,0,apple_software_m9301zb_soundtrack_v1_2,apple_software,199.0,encore_software_13921_3d_home_architect_home_design_deluxe_version_9,,25.97
695,1,imsi_turbocad_designer_v_11,imsi,39.99,imsi_turbocad_designer_11,,12.9
696,0,individual_software_inc_bookkeeper_2008_us_pos,,37.19,ahead_software_70009_nero_nero_v_70_ultra_edition_enhanced_complete_product_media_managementconversion_1_user_complete_product_standard_pc,,83.97
697,0,acad_upgrade_dragon_naturallyspeaking_pro_solution_90_a289afd79_0,nuance_academic,399.54,garmin_bluechart_micro_sd_xpc023r_new_zealand,,123.18
698,0,specialty_double_window_envelopes_to_match_your_forms_checks,,67.49,peachtree_r_complete_iii,,199.99
699,0,adobe_dreamweaver_cs3_mac,adobe,399.0,groove_media_inc_close_quarters_conflict,,16.37
700,0,summit_soft_macbackup_mac_os_x_macxware,,29.99,panda_software_upg_to_gatdef_performa_8200_2k0_1yr_uabpgdpcavo,,95853.0
701,0,nintendo_gamecube_teen_titans,,14.99,38039440dm_adobe_flash_cs3_professional_v_9_media_tlp_tlp_nonprofit_dvd_win,,18.88
702,1,soundtrack_12,apple,199.99,apple_software_m9301zb_soundtrack_v1_2,apple_software,199.0
703,0,post_mortem,,7.49,is3_stopzilla_40_stop_spyware_popups_id_theft,roxio,29.95
704,0,p17130_adaptive_server_enterprise_v_119_license_1_concurrent_user_win_e,,288.57,instant_immersion_german_audio,topics_entertainment,
705,0,reader_rabbit_playtime_for_baby_and_toddler,the_learning_company,19.99,1001_essential_letters,,6.95
706,1,makemusic_finale_2007_winmac,emedia,600.0,make_finale_2007_software_music_production_software,,429.95
707,0,avid_xpress_pro_video_editing_software_for_mac_and_windows_professional_editing_software,,1449.0,intervideo_windvd_8_platinum,corel,69.99
708,0,printshop_20_pro_publisher,,34.9,bethesda_software_12020_star_trek_legacy_win_me_nt_2000_xp,,36.97
709,1,tournament_poker_2005,eagle_games,20.99,eagle_games_egl_150_tournament_poker_no_limit_texas_hold_em,eagle_games,7.95
710,0,encore_software_12361_encore_elementary_advantage_2008_trainingwbt_pc,,33.97,pc_hoyle_jewels_swap_drop_it,encore_software,9.99
711,0,global_software_smart_steps_1st_grade_windows_macintosh,global_software,,emedia_rock_guitar_method_win_95_98_me_nt_2000_xpmac_80,,39.15
712,1,punch_super_home_suite_30,punch_software,49.99,punch_software_17100_punch_super_home_suite,punch_software,45.99
713,0,xbox_live_1600_points,,19.99,sid_meiers_civilization_iii_for_pc,,7.99
714,0,webroot_software_inc_66210_spy_sweeper_mass_merchant_win_98_me_2000_xp,,25.97,vivendi_blizzard_world_of_warcraft,,24.99
715,1,vuvideo_anywhere_for_your_ipod,abacus_software,29.95,abacus_vuvideo_anywhere_for_your_ipod,,26.14
716,1,hallmark_blank_greeting_cards_halffold_matte_premium_20_count,nova_development,12.99,hallmark_blank_greeting_cards_halffold_matte_premium_20_count_2050xf,,14.39
717,0,symantec_11281445_antivirus_v_102_business_pack_complete_product_antivirus_100_user_complete_product_standard_pc_free_shipping,,2798.97,usoa289_iris_readiris_pro_v_11_complete_package_1_user_win,,110.07
718,0,millionaire_sports_edition_jewel_case,disney_interactive,9.99,eq771av_aba_microsoft_windows_xp_professional_license_and_media_1_user_cto_english,,137.09
719,0,bt00hna_ibm_rational_robot_v_600_media_cd_win_english,,108.95,abacus_software_ss69_corporate_pilot_2,abacus_software,28.99
